Player;Nation;Pos;Squad;Comp;Age;Born;90s;G/Sh;PasAss;ScaDrib;Tkl+Int
Michel Ndary Adopo;FRA;MFDF;Torino;Serie A;22;2000;2.7;0;0.37;0;2.59
Youssouf Ndayishimiye;BDI;MFDF;Nice;Ligue 1;24;1998;2.2;0;0;0;4.09
Papa Ndiaga Yade;SEN;DFMF;Troyes;Ligue 1;23;2000;3.6;0;2.22;0;3.33
Wilfred Ndidi;NGA;MFDF;Leicester City;Premier League;26;1996;10;0;0.1;0;4.6
Tanguy Ndombele;FRA;MF;Napoli;Serie A;26;1996;6.1;0;1.31;0;2.13
Álvaro Negredo;ESP;FW;Cádiz;La Liga;37;1985;6.2;0.08;1.13;0.16;0.65
Reiss Nelson;ENG;FW;Arsenal;Premier League;23;1999;0.7;0.67;2.86;0;1.43
Ilija Nestorovski;MKD;FWMF;Udinese;Serie A;32;1990;1.3;0.33;0.77;0;0.77
Neto;BRA;GK;Bournemouth;Premier League;33;1989;11.5;0;0;0;0.09
Pedro Neto;POR;FWMF;Wolves;Premier League;22;2000;6.7;0;1.94;0.3;1.64
Luca Netz;GER;DFFW;M'Gladbach;Bundesliga;19;2003;1.6;0;0.63;0;5.63
Manuel Neuer;GER;GK;Bayern Munich;Bundesliga;36;1986;12;0;0;0;0
Florian Neuhaus;GER;MF;M'Gladbach;Bundesliga;25;1997;5.9;0;1.19;0;1.69
Rúben Neves;POR;MF;Wolves;Premier League;25;1997;21;0.08;0.81;0.1;3.9
Neymar;BRA;MFFW;Paris S-G;Ligue 1;31;1992;16.6;0.29;2.83;0.12;1.51
Jessic Ngankam;GER;MFFW;Hertha BSC;Bundesliga;22;2000;1.6;0;0;0;1.88
Cyril Ngonge;BEL;FWMF;Hellas Verona;Serie A;22;2000;0.9;0.17;2.22;2.22;2.22
Moussa Niakhate;FRA;DF;Nott'ham Forest;Premier League;26;1996;1.8;0;0;0;1.11
Ibrahima Niane;SEN;FW;Angers;Ligue 1;23;1999;0.8;0;0;0;1.25
M'Baye Niang;SEN;FW;Auxerre;Ligue 1;28;1994;11.5;0.05;0.26;0;0.87
Tanguy Nianzou;FRA;DF;Sevilla;La Liga;20;2002;10.1;0.25;0;0;2.08
Rasmus Nicolaisen;DEN;DF;Toulouse;Ligue 1;25;1997;20.3;0;0.1;0;3.3
Hans Nicolussi Caviglia;ITA;MF;Salernitana;Serie A;22;2000;4.3;0.5;0.47;0;3.26
Florian Niederlechner;GER;FWMF;Augsburg;Bundesliga;32;1990;10.1;0.14;0.5;0.1;1.09
Florian Niederlechner;GER;FW;Hertha BSC;Bundesliga;32;1990;1.1;0;0.91;0;0.91
Saúl Ñíguez;ESP;MFDF;Atlético Madrid;La Liga;28;1994;6;0.1;0.17;0;5.67
Dimitris Nikolaou;GRE;DF;Spezia;Serie A;24;1998;18.8;0;0.27;0;2.29
Fernando Niño;ESP;MF;Villarreal;La Liga;22;2000;0.1;0;0;0;0
Rasmus Nissen;DEN;DF;Leeds United;Premier League;25;1997;12.6;0;0.56;0.08;4.76
Justin Njinmah;GER;FW;Dortmund;Bundesliga;22;2000;0.2;0;0;0;0
Eddie Nketiah;ENG;FW;Arsenal;Premier League;23;1999;8.7;0.13;0.57;0.57;1.26
Christopher Nkunku;FRA;FWMF;RB Leipzig;Bundesliga;25;1997;14.2;0.24;1.9;0.35;0.63
Lukas Nmecha;GER;FW;Wolfsburg;Bundesliga;24;1998;9.3;0.19;0.54;0.11;0.86
Diego Noguerol;ESP;FWDF;Valencia;La Liga;20;2002;0.1;0;0;0;0
Arnaud Nordin;FRA;FWMF;Montpellier;Ligue 1;24;1998;12.4;0.19;0.24;0;1.45
Riad Nouri;FRA;MF;Ajaccio;Ligue 1;37;1985;13.5;0.08;1.78;0;2.22
Hugo Novoa;ESP;DFFW;RB Leipzig;Bundesliga;20;2003;2;0.33;1;0;4.5
Randy Ntekja;FRA;FW;Elche;La Liga;25;1997;0.2;0;5;0;20
Randy Ntekja;FRA;FWMF;Rayo Vallecano;La Liga;25;1997;1.3;0;0.77;0;4.62
Alexander Nübel;GER;GK;Monaco;Ligue 1;26;1996;23;0;0.04;0;0.04
Matheus Nunes;POR;MF;Wolves;Premier League;24;1998;15.6;0;1.15;0.06;2.88
Darwin Núñez;URU;FW;Liverpool;Premier League;23;1999;11;0.08;1.64;0.18;0.73
Unai Núñez;ESP;DF;Celta Vigo;La Liga;26;1997;19;0;0.16;0.05;3.37
Bram Nuytinck;NED;DF;Udinese;Serie A;32;1990;4.3;0;0;0;2.79
Bram Nuytinck;NED;DF;Sampdoria;Serie A;32;1990;5.4;0;0.19;0;5.19
Ethan Nwaneri;ENG;FW;Arsenal;Premier League;15;2007;0;0;0;0;0
Gerzino Nyamsi;FRA;DF;Strasbourg;Ligue 1;26;1997;10.8;0;0;0;2.04
Ørjan Nyland;NOR;GK;RB Leipzig;Bundesliga;32;1990;1;0;0;0;0
M'Bala Nzola;ANG;FW;Spezia;Serie A;26;1996;17.7;0.18;0.9;0.06;0.62
Christian Nørgaard;DEN;MF;Brentford;Premier League;28;1994;10.7;0.1;0.65;0.09;4.39
Lewis O'Brien;ENG;MF;Nott'ham Forest;Premier League;24;1998;6.5;0.14;0.62;0.15;3.23
Pedro Obiang;EQG;MF;Sassuolo;Serie A;30;1992;6.2;0;0.32;0.16;4.52
Jan Oblak;SVN;GK;Atlético Madrid;La Liga;30;1993;17.7;0;0;0;0
Brian Ocampo;URU;MFFW;Cádiz;La Liga;23;1999;11.8;0.08;1.36;0.42;1.61
Lucas Ocampos;ARG;FWMF;Sevilla;La Liga;28;1994;3.1;0;0.97;0.65;2.26
Guillermo Ochoa;MEX;GK;Salernitana;Serie A;37;1985;6;0;0;0;0
Wilson Odobert;FRA;MFFW;Troyes;Ligue 1;18;2004;9.8;0.2;1.22;0.31;2.04
Tim Oermann;GER;DF;Bochum;Bundesliga;19;2003;2.2;0;0;0;1.36
Angelo Ogbonna;ITA;DF;West Ham;Premier League;34;1988;5.3;0;0.38;0;2.45
Florent Ogier;FRA;DF;Clermont Foot;Ligue 1;33;1989;10.5;0;0.38;0;2.48
David Okereke;NGA;FWMF;Cremonese;Serie A;25;1997;16;0.11;0.94;0.31;0.69
Caleb Okoli;ITA;DF;Atalanta;Serie A;21;2001;9.4;0;0;0;5
Olasagasti;ESP;MFDF;Real Sociedad;La Liga;22;2000;0.7;0;0;0;5.71
Lucas Olaza;URU;DF;Valladolid;La Liga;28;1994;9.7;0;1.13;0.1;2.99
Finn Ole Becker;GER;MF;Hoffenheim;Bundesliga;22;2000;0.2;0;5;0;15
Mathias Olesen;LUX;MF;Köln;Bundesliga;21;2001;2.6;0;0.38;0;2.69
Michael Olise;FRA;MFFW;Crystal Palace;Premier League;21;2001;15.3;0.09;2.29;0.33;2.68
Brian Oliván;ESP;DF;Espanyol;La Liga;28;1994;18.3;0;1.26;0.05;2.79
Lucas Oliveira Rosa;BRA;DF;Valladolid;La Liga;22;2000;6.4;0;0.63;0;6.41
Mathías Olivera;URU;DF;Napoli;Serie A;25;1997;5.9;0.5;1.69;0;3.73
Dani Olmo;ESP;MFFW;RB Leipzig;Bundesliga;24;1998;8.3;0.08;2.53;0.36;1.93
Robin Olsen;SWE;GK;Aston Villa;Premier League;33;1990;2.6;0;0;0;0
Warmed Omari;FRA;DF;Rennes;Ligue 1;22;2000;1.9;0;0.53;0;2.11
Jonas Omlin;SUI;GK;Montpellier;Ligue 1;29;1994;13;0;0;0;0.08
Jonas Omlin;SUI;GK;M'Gladbach;Bundesliga;29;1994;4;0;0.25;0;0
Ado Onaiwu;JPN;FW;Toulouse;Ligue 1;27;1995;6.8;0.11;0.59;0;0.74
Amadou Onana;BEL;MF;Everton;Premier League;21;2001;16.5;0.05;0.61;0.06;4.18
André Onana;CMR;GK;Inter;Serie A;26;1996;13;0;0.08;0;0
Jean Onana;CMR;MF;Lens;Ligue 1;23;2000;4;0;0.75;0;5
Karim Onisiwo;AUT;FWMF;Mainz 05;Bundesliga;30;1992;19.3;0.16;1.35;0.36;0.67
Josh Onomah;ENG;MF;Fulham;Premier League;25;1997;0.2;0;0;0;5
Paul Onuachu;NGA;FW;Southampton;Premier League;28;1994;1.3;0;2.31;0;0
Frank Onyeka;NGA;MF;Brentford;Premier League;25;1998;4.9;0;1.02;0;3.47
Loïs Openda;BEL;FW;Lens;Ligue 1;22;2000;15.1;0.17;0.79;0.13;0.33
Willi Orban;HUN;DF;RB Leipzig;Bundesliga;30;1992;19;0.18;0.16;0;3.37
Ivan Ordets;UKR;DF;Bochum;Bundesliga;30;1992;15.5;0;0.19;0;3.29
Divock Origi;BEL;FW;Milan;Serie A;27;1995;6.3;0.12;1.11;0.48;0.63
Aimar Oroz;ESP;MFFW;Osasuna;La Liga;21;2001;10.8;0.17;1.2;0;2.31
Riccardo Orsolini;ITA;FW;Bologna;Serie A;26;1997;12.8;0.09;1.56;0.08;1.8
Pedro Ortiz;ESP;MF;Sevilla;La Liga;22;2000;0;0;0;0;0
Jordi Osei-Tutu;ENG;FWDF;Bochum;Bundesliga;24;1998;5.8;0;0.52;0.17;3.97
Victor Osimhen;NGA;FW;Napoli;Serie A;24;1998;15.6;0.23;1.15;0.13;0.32
Patrick Osterhage;GER;MFFW;Bochum;Bundesliga;23;2000;4;0;0.75;0;3.25
Paulo Otávio;BRA;DF;Wolfsburg;Bundesliga;28;1994;15.8;0;0.89;0.06;4.62
Dango Ouattara;BFA;MF;Bournemouth;Premier League;21;2002;2.9;0;1.38;0;2.76
Dango Ouattara;BFA;FWMF;Lorient;Ligue 1;21;2002;17.2;0.12;1.34;0.7;3.49
Remi Oudin;FRA;FWMF;Lecce;Serie A;26;1996;3.5;0;1.43;0;5.71
Zinédine Ould Khaled;FRA;MFFW;Angers;Ligue 1;23;2000;0.5;0;0;0;4
Azzedine Ounahi;MAR;MF;Marseille;Ligue 1;22;2000;0.4;0.5;0;5;0
Azzedine Ounahi;MAR;MFFW;Angers;Ligue 1;22;2000;12.5;0;1.36;0.32;2.72
Adam Ounas;ALG;FW;Napoli;Serie A;26;1996;0.2;0;0;5;5
Adam Ounas;ALG;FW;Lille;Ligue 1;26;1996;8.7;0.05;2.53;0.34;2.3
Thomas Ouwejan;NED;DF;Schalke 04;Bundesliga;26;1996;8.4;0;2.02;0;3.57
Reece Oxford;ENG;DF;Augsburg;Bundesliga;24;1998;1;0;1;0;2
Alex Oxlade-Chamberlain;ENG;FWMF;Liverpool;Premier League;29;1993;3.5;0.14;1.43;0;1.71
Mikel Oyarzabal;ESP;FWMF;Real Sociedad;La Liga;25;1997;1.9;0;1.58;0;1.05
Salih Özcan;TUR;MF;Dortmund;Bundesliga;25;1998;13.1;0;0.46;0;3.28
Cenk Özkacar;TUR;DF;Valencia;La Liga;22;2000;5.7;0;0.18;0;2.28
David Ozoh;;FW;Crystal Palace;Premier League;17;2005;0;0;0;0;0
Levin Öztunalý;GER;MF;Union Berlin;Bundesliga;26;1996;0.1;0;10;0;0
Fernando Pacheco;ESP;GK;Almería;La Liga;30;1992;1;0;0;0;0
Jon Pacheco;ESP;DF;Real Sociedad;La Liga;22;2001;7.5;0;0;0;2
Gonçalo Paciência;POR;FW;Celta Vigo;La Liga;28;1994;4.4;0.06;0.68;0.23;1.14
Simone Pafundi;ITA;MF;Udinese;Serie A;16;2006;0.1;0;0;0;10
Exequiel Palacios;ARG;MF;Leverkusen;Bundesliga;24;1998;9.3;0.13;1.08;0;5.48
Helibelton Palacios;COL;DF;Elche;La Liga;29;1993;12.9;0;0.47;0;2.48
Ante Palaversa;CRO;MF;Troyes;Ligue 1;22;2000;0.1;1;0;0;20
Isaac Palazón Camacho;ESP;FWMF;Rayo Vallecano;La Liga;28;1994;16.7;0.09;1.62;0.06;1.98
João Palhinha;POR;MF;Fulham;Premier League;27;1995;21.7;0.11;0.14;0;5.9
Nicolas Pallois;FRA;DF;Nantes;Ligue 1;35;1987;15.2;0;0.07;0;4.47
Cole Palmer;ENG;FWMF;Manchester City;Premier League;20;2002;1.3;0;2.31;0.77;3.08
Erik Palmer-Brown;USA;DF;Troyes;Ligue 1;25;1997;20.9;0;0.29;0;2.15
Emerson Palmieri;ITA;DFMF;West Ham;Premier League;28;1994;6.1;0.14;0.98;0.16;2.46
Flavio Paoletti;ITA;MF;Sampdoria;Serie A;20;2003;0.9;0;1.11;0;6.67
Antonios Papadopoulos;GER;DF;Dortmund;Bundesliga;23;1999;0.1;0;0;0;10
Lucas Paquetá;BRA;MF;West Ham;Premier League;25;1997;12;0.03;1.08;0.08;3.08
Lucas Paquetá;BRA;MF;Lyon;Ligue 1;25;1997;1.8;0;1.67;0.56;3.33
Aitor Paredes;ESP;DF;Athletic Club;La Liga;22;2000;1.6;0;0;0;4.38
Kevin Paredes;USA;MFFW;Wolfsburg;Bundesliga;19;2003;3.3;0.5;1.82;0;3.33
Leandro Paredes;ARG;MF;Juventus;Serie A;28;1994;5.8;0;1.21;0.17;3.97
Leandro Paredes;ARG;MF;Paris S-G;Ligue 1;28;1994;0.6;0;3.33;0;3.33
Daniel Parejo;ESP;MF;Villarreal;La Liga;33;1989;19.5;0;1.38;0;2.46
Fabiano Parisi;ITA;DF;Empoli;Serie A;22;2000;18.8;0.14;0.8;0.05;3.24
Moises Parra Gutierrez;ESP;FW;Getafe;La Liga;20;2002;0.1;0;0;0;10
Raúl Parra;ESP;DFMF;Cádiz;La Liga;23;1999;0.4;0;0;0;2.5
Thomas Partey;GHA;MF;Arsenal;Premier League;29;1993;17.1;0.09;1.11;0.06;3.63
Felix Passlack;GER;DF;Dortmund;Bundesliga;24;1998;0.5;0;2;0;2
Javier Pastore;ARG;MF;Elche;La Liga;33;1989;0.1;0;0;0;0
Patric;ESP;DF;Lazio;Serie A;29;1993;8.9;0;0;0;1.8
Rui Patrício;POR;GK;Roma;Serie A;34;1988;22;0;0;0;0.14
Nathan Patterson;SCO;DFMF;Everton;Premier League;21;2001;11;0;0.36;0;4.55
Paulinho;BRA;FW;Leverkusen;Bundesliga;22;2000;0.9;0.5;0;0;0
Gabriel Paulista;BRA;DF;Valencia;La Liga;32;1990;8.2;0.09;0.49;0;2.44
Benjamin Pavard;FRA;DF;Bayern Munich;Bundesliga;26;1996;15.3;0.06;0.98;0;4.58
Dimitri Payet;FRA;MFFW;Marseille;Ligue 1;35;1987;7.8;0.05;3.72;0.38;0.51
Ben Pearson;ENG;MF;Bournemouth;Premier League;28;1995;3.2;0;0;0;2.81
Kristian Pedersen;DEN;DF;Köln;Bundesliga;28;1994;3;0;0.67;0;3.33
Mads Pedersen;DEN;DFMF;Augsburg;Bundesliga;26;1996;11.5;0;0.52;0.09;3.57
Alfonso Pedraza;ESP;DF;Villarreal;La Liga;26;1996;9.3;0;0.75;0.32;2.37
Pedri;ESP;MFFW;Barcelona;La Liga;20;2002;17.1;0.31;1.87;0;2.57
Pedro;ESP;FW;Lazio;Serie A;35;1987;12.4;0.13;0.81;0.24;1.45
Jordan Pefok;USA;FW;Union Berlin;Bundesliga;26;1996;10.9;0.17;1.19;0;1.65
Gianluca Pegolo;ITA;GK;Sassuolo;Serie A;41;1981;2;0;0;0;0
Peter Pekarík;SVK;DF;Hertha BSC;Bundesliga;36;1986;1;0;0;0;4
Pietro Pellegri;ITA;FW;Torino;Serie A;21;2001;4.1;0.17;0.98;0;0.98
Lorenzo Pellegrini;ITA;MF;Roma;Serie A;26;1996;17.9;0;2.4;0.17;2.63
Luca Pellegrini;ITA;DF;Eint Frankfurt;Bundesliga;23;1999;6.2;0;1.29;0.16;3.23
Facundo Pellistri;URU;FW;Manchester Utd;Premier League;21;2001;0.4;0;0;0;0
Timothee Pembele;FRA;DF;Paris S-G;Ligue 1;20;2002;0.7;0;1.43;1.43;7.14
Rubén Peña;ESP;DFMF;Osasuna;La Liga;31;1991;7.3;0;1.1;0.27;3.29
Patrick Pentz;AUT;GK;Reims;Ligue 1;26;1997;7;0;0;0;0
Nicolas Pépé;CIV;FWMF;Nice;Ligue 1;27;1995;13.6;0.08;1.4;0.07;1.25
Ricardo Pepi;USA;FW;Augsburg;Bundesliga;20;2003;1.1;0;1.82;0;0.91
Pepín;EQG;MF;Monza;Serie A;26;1996;6.3;0;0.95;0;3.17
Alberto Perea;ESP;MF;Cádiz;La Liga;32;1990;0.5;0;0;0;4
Juan Perea;COL;FW;Stuttgart;Bundesliga;22;2000;2.8;0;0.36;0.36;1.79
Andreas Pereira;BRA;MF;Fulham;Premier League;27;1996;21.2;0.03;2.45;0;0.71
Brayann Pereira;FRA;DF;Auxerre;Ligue 1;19;2003;2;0;0;0;4
Danilo Pereira;POR;DFMF;Paris S-G;Ligue 1;31;1991;13.2;0.08;0.3;0;2.88
Mathias Pereira Lage;POR;MFFW;Brest;Ligue 1;26;1996;12;0.06;0.75;0.17;2.58
Ricardo Pereira;POR;MFFW;Leicester City;Premier League;29;1993;0;0;0;0;0
Roberto Pereyra;ARG;DFMF;Udinese;Serie A;32;1991;17.2;0.08;1.45;0.12;1.98
Ayoze Pérez;ESP;MFFW;Leicester City;Premier League;29;1993;4.2;0;2.62;0;3.1
Ayoze Pérez;ESP;FW;Betis;La Liga;29;1993;0.5;0;0;0;2
Carles Pérez;ESP;MFFW;Celta Vigo;La Liga;24;1998;9.5;0;1.16;0.21;1.58
Francisco Perez;ESP;FWDF;Valencia;La Liga;20;2002;0.5;0;0;0;0
Kike Pérez;ESP;MF;Valladolid;La Liga;25;1997;14.9;0;0.94;0;3.02
Lucas Pérez;ESP;FW;Cádiz;La Liga;34;1988;7;0.18;0.57;0.14;0.57
Luis Pérez;ESP;DF;Valladolid;La Liga;28;1995;6.8;0;0.88;0;4.56
Nehuén Pérez;ARG;DF;Udinese;Serie A;22;2000;17.5;0.08;0.4;0;3.2
Mattia Perin;ITA;GK;Juventus;Serie A;30;1992;6.5;0;0;0;0
Romain Perraud;FRA;DF;Southampton;Premier League;25;1997;13.1;0.09;0.92;0.31;3.44
Gaëtan Perrin;FRA;MFFW;Auxerre;Ligue 1;26;1996;8.6;0.14;0.81;0.23;1.63
Lucas Perrin;FRA;DF;Strasbourg;Ligue 1;24;1998;10.1;0;0.3;0;4.26
Matteo Pessina;ITA;MF;Monza;Serie A;25;1997;17;0.06;0.82;0;2.41
Andrea Petagna;ITA;FW;Monza;Serie A;27;1995;9.6;0.06;1.67;0;0.73
Nils Petersen;GER;FW;Freiburg;Bundesliga;34;1988;2.1;0;0.48;0;3.33
Lukas Petkov;GER;MFFW;Augsburg;Bundesliga;22;2000;1.6;0;0;0;3.75
Germán Pezzella;ARG;DF;Betis;La Liga;31;1991;15.9;0;0.19;0;3.65
Giuseppe Pezzella;ITA;DF;Lecce;Serie A;25;1997;7.2;0;0.42;0;3.19
Luca Pfeiffer;GER;FW;Stuttgart;Bundesliga;26;1996;7.2;0;1.67;0;0.28
Maximilian Philipp;GER;FW;Wolfsburg;Bundesliga;28;1994;1.3;0;0.77;0;1.54
Maximilian Philipp;GER;MF;Werder Bremen;Bundesliga;28;1994;0.2;0;0;0;0
Kalvin Phillips;ENG;MF;Manchester City;Premier League;27;1995;0.2;0;0;0;0
Nathaniel Phillips;ENG;DF;Liverpool;Premier League;25;1997;0.7;0;0;0;5.71
Roberto Piccoli;ITA;FW;Hellas Verona;Serie A;22;2001;2.1;0;0.48;0;0.48
Roberto Piccoli;ITA;MFFW;Empoli;Serie A;22;2001;0.7;0;0;0;0
Charles Pickel;SUI;MF;Cremonese;Serie A;25;1997;15.5;0.06;0.71;0;3.1
Jordan Pickford;ENG;GK;Everton;Premier League;28;1994;20;0;0.1;0;0.1
Amos Pieper;GER;DF;Werder Bremen;Bundesliga;25;1998;16.3;0.11;0.12;0;3.5
Ronaël Pierre-Gabriel;FRA;DF;Espanyol;La Liga;24;1998;0.5;0;0;0;16
Ronaël Pierre-Gabriel;FRA;DF;Strasbourg;Ligue 1;24;1998;7.3;0;0.55;0.14;4.66
Andrea Pinamonti;ITA;FW;Sassuolo;Serie A;23;1999;14.5;0.05;0.76;0.07;0.55
Ethan Pinnock;JAM;DF;Brentford;Premier League;29;1993;14;0;0.29;0;2
Yeremi Pino;ESP;MFFW;Villarreal;La Liga;20;2002;12.4;0.1;0.97;0;3.06
Gerard Piqué;ESP;DF;Barcelona;La Liga;36;1987;4.3;0;0.23;0;1.63
Lorenzo Pirola;ITA;DF;Salernitana;Serie A;20;2002;6.6;0;0;0;4.24
Marko Pjaca;CRO;MFFW;Empoli;Serie A;27;1995;4.5;0;1.78;0.22;0.67
Óscar Plano;ESP;FWMF;Valladolid;La Liga;32;1991;14.2;0.06;0.56;0;3.24
Gonzalo Plata;ECU;FWMF;Valladolid;La Liga;22;2000;10.2;0;1.18;0.39;3.24
Marvin Plattenhardt;GER;DF;Hertha BSC;Bundesliga;31;1992;13.6;0;1.54;0.07;2.57
Alassane Pléa;FRA;FW;M'Gladbach;Bundesliga;29;1993;11.6;0.06;2.16;0.09;1.72
Tommaso Pobega;ITA;MF;Milan;Serie A;23;1999;6.4;0.1;0.63;0.16;3.28
Daniel Podence;POR;FWMF;Wolves;Premier League;27;1995;14.6;0.15;1.92;0.21;1.78
Joel Pohjanpalo;FIN;FWMF;Leverkusen;Bundesliga;28;1994;0;0;0;0;0
Matteo Politano;ITA;FW;Napoli;Serie A;29;1993;9.2;0.05;2.93;0.76;2.28
Sebastian Polter;GER;FWMF;Schalke 04;Bundesliga;31;1991;5.2;0.17;0.96;0;0.77
Ezequiel Ponce;ARG;FW;Elche;La Liga;25;1997;7.6;0.19;0.66;0;0.92
Julien Ponceau;FRA;MF;Lorient;Ligue 1;22;2000;12.6;0;1.75;0.08;2.3
Nick Pope;ENG;GK;Newcastle Utd;Premier League;30;1992;22;0;0;0;0.05
Jackson Porozo;ECU;DF;Troyes;Ligue 1;22;2000;13.7;0.12;0.07;0;3.21
Pedro Porro;ESP;DF;Tottenham;Premier League;23;1999;0.8;0;0;0;3.75
Francisco Portillo;ESP;FWMF;Almería;La Liga;32;1990;4;0.67;0.5;0;3
Portu;ESP;DFMF;Getafe;La Liga;30;1992;7.8;0;1.41;0.26;2.05
Stefan Posch;AUT;DF;Bologna;Serie A;25;1997;13.6;0.33;0.96;0.07;4.71
Stefan Posch;AUT;DF;Hoffenheim;Bundesliga;25;1997;0.2;0;0;0;0
Yussuf Poulsen;DEN;FWDF;RB Leipzig;Bundesliga;28;1994;2;0.25;1;0;0.5
José Pozo;ESP;MF;Rayo Vallecano;La Liga;26;1996;0.8;0;2.5;0;2.5
Alejandro Pozo Pozo;ESP;DF;Almería;La Liga;23;1999;11.4;0;1.14;0;3.25
Dennis Praet;BEL;MFFW;Leicester City;Premier League;28;1994;4.2;0.5;0;0;2.86
Abdón Prats;ESP;FWMF;Mallorca;La Liga;30;1992;2;0.17;1;0;0.5
Isaac Price;NIR;MF;Everton;Premier League;19;2003;0.4;0;2.5;2.5;0
Grischa Prömel;GER;MF;Hoffenheim;Bundesliga;28;1995;11.9;0.05;0.67;0;2.35
Ivan Provedel;ITA;GK;Lazio;Serie A;28;1994;21.9;0;0.05;0;0.05
Javi Puado;ESP;FWMF;Espanyol;La Liga;24;1998;12.8;0.11;0.86;0.31;1.02
Mehdi Puch Herrantz;FRA;MF;Ajaccio;Ligue 1;19;2004;0.1;0;10;0;20
Tymoteusz Puchacz;POL;DF;Union Berlin;Bundesliga;24;1999;0.6;0;1.67;0;1.67
Arnau Puigmal;ESP;MFDF;Almería;La Liga;22;2001;3.1;0;0.97;0;2.26
Christian Pulisic;USA;FWDF;Chelsea;Premier League;24;1998;6.8;0.07;1.62;0;1.91
Ignacio Pussetto;ARG;MFDF;Sampdoria;Serie A;27;1995;1.7;0;1.18;0;3.53
Niklas Pyyhtiä;FIN;MF;Bologna;Serie A;19;2003;0.4;0;0;0;2.5
Fabio Quagliarella;ITA;FW;Sampdoria;Serie A;40;1983;4;0;0.5;0;0.25
Giacomo Quagliata;ITA;DF;Cremonese;Serie A;22;2000;5.5;0;1.09;0;2.91
Joshua Quarshie;GER;MF;Hoffenheim;Bundesliga;18;2004;0;0;0;0;0
Ghjuvanni Quilichini;FRA;GK;Ajaccio;Ligue 1;20;2002;0.9;0;0;0;0
Domingos Quina;POR;MF;Elche;La Liga;23;1999;3.1;0;0.97;0;1.94
Adrien Rabiot;FRA;MF;Juventus;Serie A;27;1995;15.5;0.14;1.16;0.06;3.23
Antonio Raillo;ESP;DF;Mallorca;La Liga;31;1991;20;0.17;0.1;0;2.15
Diant Ramaj;GER;GK;Eint Frankfurt;Bundesliga;21;2001;1;0;0;0;0
Largie Ramazani;BEL;FWMF;Almería;La Liga;21;2001;11.5;0.07;0.78;0.52;1.39
Adil Rami;FRA;DF;Troyes;Ligue 1;37;1985;6;0;0.17;0;3
Chris Ramos;ESP;MF;Cádiz;La Liga;26;1997;0.2;0;5;0;0
Sergio Ramos;ESP;DF;Paris S-G;Ligue 1;36;1986;17;0;0.12;0;2.59
Aaron Ramsdale;ENG;GK;Arsenal;Premier League;24;1998;21;0;0;0;0.05
Aaron Ramsey;WAL;MF;Nice;Ligue 1;32;1990;11.3;0.06;1.5;0;4.25
Jacob Ramsey;ENG;MF;Aston Villa;Premier League;21;2001;13.7;0.17;1.24;0.07;3.94
Luca Ranieri;ITA;DF;Fiorentina;Serie A;23;1999;1.9;0;0.53;0;4.74
Andrea Ranocchia;ITA;DF;Monza;Serie A;34;1988;0.5;0;0;0;6
Filippo Ranocchia;ITA;MF;Monza;Serie A;21;2001;5.3;0.08;1.13;0.19;2.64
Lilian Raolisoa;FRA;MFDF;Angers;Ligue 1;22;2000;0.5;0;2;0;6
Raphinha;BRA;FW;Barcelona;La Liga;26;1996;10.7;0.1;2.62;0.09;1.96
Nicolai Rapp;GER;MFDF;Werder Bremen;Bundesliga;26;1996;0.8;0;0;0;3.75
Elba Rashani;KVX;MFDF;Clermont Foot;Ligue 1;29;1993;14.3;0.1;0.63;0.07;2.38
Marcus Rashford;ENG;FW;Manchester Utd;Premier League;25;1997;19.9;0.18;0.85;0.4;1.06
Giacomo Raspadori;ITA;FWMF;Napoli;Serie A;22;2000;6.4;0.04;1.25;0;1.56
Giacomo Raspadori;ITA;FW;Sassuolo;Serie A;22;2000;0.5;0;0;0;0
Rafael Ratão;BRA;FW;Toulouse;Ligue 1;27;1995;12.7;0.24;1.34;0.08;3.86
David Raum;GER;DFFW;RB Leipzig;Bundesliga;24;1998;13.1;0;1.53;0.23;3.44
Rayan Raveloson;MAD;MFDF;Auxerre;Ligue 1;26;1997;11.2;0;0.45;0;3.39
David Raya;ESP;GK;Brentford;Premier League;27;1995;22;0;0.09;0;0
Tim Ream;USA;DF;Fulham;Premier League;35;1987;23;0.33;0.04;0;2.52
Arkadiusz Reca;POL;DF;Spezia;Serie A;27;1995;14.9;0.09;0.81;0.07;2.95
Nathan Redmond;ENG;DF;Southampton;Premier League;28;1994;0;0;0;0;0
Harrison Reed;ENG;MF;Fulham;Premier League;28;1995;20.2;0.13;1.04;0.1;1.88
Sergio Reguilón;ESP;DF;Atlético Madrid;La Liga;26;1996;1;0;1;0;4
Bobby Reid;JAM;FWDF;Fulham;Premier League;30;1993;20.2;0.16;0.64;0.1;2.23
Pepe Reina;ESP;GK;Villarreal;La Liga;40;1982;5;0;0;0;0.2
Jeff Reine-Adélaïde;FRA;MF;Troyes;Ligue 1;25;1998;0.3;0;0;0;0
Jeff Reine-Adélaïde;FRA;MF;Lyon;Ligue 1;25;1998;3.7;0;2.16;0.27;3.78
Reinier;BRA;MFFW;Girona;La Liga;21;2002;3.5;0.25;0.86;0.29;2
Rocco Reitz;GER;MF;M'Gladbach;Bundesliga;20;2002;0;0;0;0;0
Karim Rekik;NED;DF;Sevilla;La Liga;28;1994;7.4;0.2;0.41;0;1.08
